neg_event,event
PersonX is seen right away,PersonX waits all day
personX goes out,PersonX waits at home
PersonX waits at work.,PersonX waits at home
PersonX drives their car to work,PersonX waits at the bus stop
PersonX waits for PersonY to play their turn,PersonX waits for PersonY answer
PersonX ignores PersonY's advice.,PersonX waits for PersonY's answer
PersonX ignores PersonY's answer,PersonX waits for PersonY's answer
PersonX gives up waiting on PersonY,PersonX waits on PersonY
PersonX walks to PersonY,PersonX waits on PersonY
PersonX dines at a restaurant.,PersonX waits tables
PersonX walks with shoes on.,PersonX walks barefoot
PersonX walks with shoes on,PersonX walks barefoot
PersonX runs in front of PersonY,PersonX walks behind PersonY
PersonX walks in front of PersonY.,PersonX walks behind PersonY
PersonX is an atheist.,PersonX walks humbly with PersonY's god
PersonX rebels against PersonY's god.,PersonX walks humbly with PersonY's god
PersonX walks behind PersonY.,PersonX walks in front of PersonY
PersonX stays behind PersonY,PersonX walks in front of PersonY
PersonX is blocked to access the evacuated park.,PersonX walks in the park
PersonX sits on a park bench,PersonX walks in the park
PersonX exits the building,PersonX walks in the room
PersonX leaves the room,PersonX walks in the room
PersonX drives instead of walking,PersonX walks instead
PersonX flies instead,PersonX walks instead
PersonX walks out of PersonY's room.,PersonX walks into PersonY's room
PersonX leave PersonY's room,PersonX walks into PersonY's room
PersonX leaves PersonY at home.,PersonX walks PersonY to PersonX's car
PersonX walks alone to PersonX's car,PersonX walks PersonY to PersonX's car
PersonX gets PersonY out of PersonZ's car.,PersonX walks PersonY to PersonZ's car
PersonX drives PersonY to PersonZ's bike.,PersonX walks PersonY to PersonZ's car
PersonX leaves PersonX's room.,PersonX walks to PersonX's room
PersonX runs to PersonX's room,PersonX walks to PersonX's room
PersonX walks away from PersonY's car,PersonX walks to PersonY's car
PersonX cralws to PersonY's room,PersonX walks to PersonY's room
PersonX runs to PersonY's room,PersonX walks to PersonY's room
PersonX walks to the kitchen,PersonX walks to the bathroom
PersonX walks to the bedroom,PersonX walks to the bathroom
PersonX walks away from the car,PersonX walks to the car
Personx runs to the car,PersonX walks to the car
PersonX runs to the park.,PersonX walks to the park
PersonX takes their bicycle to the park,PersonX walks to the park
PersonX walks up to PersonY,PersonX walks up behind PersonY
PersonX has a car.,PersonX wants a car
PersonX wants a house,PersonX wants a car
PersonX wants a dog.,PersonX wants a cat
PersonX is a dog lover,PersonX wants a cat
PersonX is full,PersonX wants another one
PersonX puts one back,PersonX wants another one
PersonX hates ice cream,PersonX wants ice cream
PersonX wants slugs.,PersonX wants ice cream
PersonX has money,PersonX wants money
PersonX has money.,PersonX wants money
PersonX wants dairy-less snacks,PersonX wants some ice cream
PersonX is too shy to act,PersonX wants to be an actor
PersonX wants to be an accountant,PersonX wants to be an actor
PersonX wants to leave,PersonX wants to come
PersonX wants to stay home.,PersonX wants to come
PersonX wants to stay away,PersonX wants to come back
PersonX buys a bus ticket instead.,PersonX wants to fly
PersonX wants to die.,PersonX wants to fly
PersonX saves PersonY,PersonX wants to hurt PersonY
PersonX loves PersonY,PersonX wants to hurt PersonY
PersonX is disgusted by PersonY,PersonX wants to kiss PersonY
PersonX finds PersonY hideous.,PersonX wants to kiss PersonY
PersonX wants to forget,PersonX wants to learn
Person X wants to party.,PersonX wants to learn
PersonX struggles with words.,PersonX wants to learn a new language
PersonX wants to teach how to cook,PersonX wants to learn how to cook
PersonX wants to forget how to draw,PersonX wants to learn how to draw
PersonX hates to draw,PersonX wants to learn how to draw
PersonX is afraid to drive vehicles.,PersonX wants to learn how to drive
PersonX knows how to play guitar,PersonX wants to learn how to play the guitar
PersonX wants to learn how to draw.,PersonX wants to learn how to play the piano
PersonX wants to learn how to play cards,PersonX wants to learn how to sew
PersonX wants to learn how to sign,PersonX wants to learn how to sing
PersonX hates singing,PersonX wants to learn how to sing
PersonX already knows how to swim,PersonX wants to learn how to swim
PersonX is afraid of the water,PersonX wants to learn how to swim
Personx likes to get exercise,PersonX wants to learn karate
PersonX wants to teach karate,PersonX wants to learn karate
PersonX hates learning languages.,PersonX wants to learn spanish
PersonX speaks spanish fluently,PersonX wants to learn spanish
PersonX hates the kitchen,PersonX wants to learn to cook
PersonX wants to learn to bake.,PersonX wants to learn to cook
PersonX wants to learn to run,PersonX wants to learn to swim
PersonX is afraid of the water.,PersonX wants to learn to swim
PersonX wants to sleep all day,PersonX wants to play
PersonX knows how to play an instrument,PersonX wants to play an instrument
PersonX wants to play sports.,PersonX wants to play an instrument
PersonX wants to play basketball,PersonX wants to play baseball
PersonX wants to watch basketball,PersonX wants to play basketball
PersonX hates basketball.,PersonX wants to play basketball
PersonX wants to get out and run,PersonX wants to play football
PersonX wants to play inside,PersonX wants to play outside
PersonX is playing outside,PersonX wants to play outside
PersonX wants to spend money.,PersonX wants to save money
"PersonX blows money so fast, it would make your head spin!",PersonX wants to save money
PersonX wants to wake up,PersonX wants to sleep
PersonX wants to stay awake,PersonX wants to sleep
PersonX puts dirt on PersonY's car,PersonX washes PersonY's car
PersonX dirties PersonY's car.,PersonX washes PersonY's car
PersonX drives the car through mud,PersonX washes the car
PersonX drives through a muddy field.,PersonX washes the car
PersonX gets a lot accomplished in a day,PersonX wastes PersonX's day
PersonX has a productive day.,PersonX wastes PersonX's day
PersonX watched a romantic movie.,PersonX watches a scary movie
PersonX watches a nature documentary.,PersonX watches a scary movie
PersonX gives it a casual glance.,PersonX watches intently
PersonX loses their vision,PersonX watches old movies
PersonX watches new movies,PersonX watches old movies
PersonX leaves one.,PersonX watches one
PersonX reads one,PersonX watches one with PersonY
PersonX speaks freely,PersonX watches PersonX's mouth
PersonX sleeps PersonY go,PersonX watches PersonY go
PersonX forces PersonY go,PersonX watches PersonY go
PersonY watches PersonX's face,PersonX watches PersonY's face
PersonX covers PersonY's face.,PersonX watches PersonY's face
PersonX prefers children's films,PersonX watches scary movies
PersonX watches romantic movies,PersonX watches scary movies
PersonX watches the dogs,PersonX watches the kids
PersonX lets the kids go off and play,PersonX watches the kids
PersonX lets PersonY's garden dry up,PersonX waters PersonX's garden
PersonX neglects their garden.,PersonX waters PersonX's garden
PersonX mows PersonY's field,PersonX waters PersonY's garden
PersonX destroys PersonY's garden,PersonX waters PersonY's garden
PersonX waves goodbye to PersonY.,PersonX waves PersonY over
PersonX's bones are all intact,PersonX wears a cast
PersonX has bare hands,PersonX wears gloves
PersonX uses their bare hands,PersonX wears gloves
PersonX wears PersonX's socks,PersonX wears PersonX's boots
PersonX loses PersonX's boots.,PersonX wears PersonX's boots
PersonX is bare naked.,PersonX wears PersonX's clothes
PersonX gives away PersonX's clothes.,PersonX wears PersonX's clothes
PersonX takes off PersonY's boots,PersonX wears PersonY's boots
PersonX removes sandals,PersonX wears sandals
PersonX wears snow boots.,PersonX wears sandals
PersonX laughs like a PersonY,PersonX weeps like a PersonY
PersonX lost their savings,PersonX wins any money
PersonX loses every game.,PersonX wins every game
PersonX loses every game,PersonX wins every game
PersonX lost money,PersonX wins money
PersonX's money is stolen from them,PersonX wins money
PersonX loses several competitions,PersonX wins several awards
PersonX loses the competition,PersonX wins several awards
PersonX loses some money,PersonX wins some money
PersonX loses some money.,PersonX wins some money
PersonX lost the bet.,PersonX wins the bet
PersonX loses the bet,PersonX wins the bet
PersonX loses the championship,PersonX wins the championship
PersonX loses the match.,PersonX wins the match
PersonX splashes PersonY's  with liquid,PersonX wipes PersonY's forehead
PersonX wipes PersonY's forearm,PersonX wipes PersonY's forehead
PersonX throws dirt on PersonY's hand,PersonX wipes PersonY's hands
PersonX holds dishes with both hands.,PersonX wipes PersonY's hands
PersonX keeps going,PersonX wipes the slate clean
PersonX goes on like normal,PersonX wipes the slate clean
PersonX makes a money deposit.,PersonX withdraws money
PersonX deposits money,PersonX withdraws money
PersonX collects unemployment,PersonX works as a waitress
PersonX works as a cook,PersonX works as a waitress
PersonX works horribly.,PersonX works fine
PersonX stayed at home last night,PersonX works last night
PersonX slept last night.,PersonX works last night
PersonX works against PersonY.,PersonX works PersonY's way
PersonX plays PersonY's way,PersonX works PersonY's way
PersonX keeps PersonY in the position they're in.,PersonX works PersonY's way up
PersonX works PersonY's way down,PersonX works PersonY's way up
PersonX works really hard,PersonX works really hard
PersonX is a bad worker,PersonX works really well
PersonX works really poorly,PersonX works really well
PersonX would be boring.,PersonX would be fun
PersonX is boring.,PersonX would be fun
PersonX demands,PersonX would like
PersonX would hate it.,PersonX would like
PersonX loathes it,PersonX would like it
PersonX hates it.,PersonX would like it
PersonX would kill PersonY,PersonX would like PersonY
PersonX would hate PersonY.,PersonX would like PersonY
PersonX would fit.,PersonX would n't fit
PersonX fits in,PersonX would n't fit
PersonX likes PersonY,PersonX would n't like PersonY
PersonX has a secret crush on PersonY.,PersonX would n't like PersonY
PersonX would make lots of friends.,PersonX would n't make any friends
PersonX threw a party.,PersonX would n't make any friends
PersonX loves to work.,PersonX would n't work
PersonX will work,PersonX would n't work
PersonX works.,PersonX would not work
PersonX would neglect it.,PersonX would take care of it
PersonX turns down a job.,PersonX would work
PersonX kills a fly,PersonX wouldnt hurts a fly
PersonX is cruel to animals,PersonX wouldnt hurts a fly
PersonX breaks PersonY's arm.,PersonX wraps PersonY's arm
PersonX wraps PersonX's arm around PersonY.,PersonX wraps PersonY's arm around PersonY
PersonX wraps their own hand,PersonX wraps PersonY's hand
PersonX listens to music.,PersonX writes music
PersonX listens to music,PersonX writes music
PersonX writes a novel,PersonX writes poetry
