neg_event,event
PersonX tries to agree.,PersonX tries to argue
PersonX is dating PersonY,PersonX tries to ask PersonY out
PersonX protects PersonY,PersonX tries to attack PersonY
PersonX tries to kiss PersonY,PersonX tries to bite PersonY
PersonX tries to visit PersonY,PersonX tries to call PersonY
PersonX tries to anger PersonY,PersonX tries to calm PersonY down
PersonX leaves PersonY in a bad mood.,PersonX tries to cheer PersonY up
PersonX tries to dirty it up,PersonX tries to clean it up
PersonX lets PersonY suffer severely,PersonX tries to help PersonY
PersonX tries to talk with PersonY,PersonX tries to ignore PersonY
PersonX tries to stress PersonY,PersonX tries to reassure PersonY
PersonX tries to talk PersonY into it,PersonX tries to talk PersonY out of it
PersonX tries to ignore PersonY,PersonX tries to talk to PersonY
PersonX saves PersonY,PersonX trips PersonY
PersonX is leery of PersonY.,PersonX trusts PersonY
PersonX makes PersonY get up,PersonX tucks PersonY in
PersonX turns PersonY up,PersonX turns PersonY down
PersonX keeps PersonY on a leash.,PersonX turns PersonY loose
PersonX turns PersonY on,PersonX turns PersonY off
PersonY turns PersonX's attention back,PersonX turns PersonY's attention back
PersonX turns PersonX's back on PersonY,PersonX turns PersonY's back on PersonY
PersonX faces away from PersonY's face.,PersonX turns PersonY's face
PersonX makes PersonY look.,PersonX turns PersonY's face away
PersonX leaves PersonY's head,PersonX turns PersonY's head
PersonX shames PersonY,PersonX turns PersonY's heads
PersonX turns sixty one,PersonX turns sixteen
PersonX turns the mirror,PersonX turns the radio
PersonX  leaves things as they are.,PersonX turns things around
PersonX turns away from PersonY,PersonX turns to face PersonY
PersonX runs in,PersonX turns to walk away
PersonX turns 102,PersonX turns two
PersonX makes PersonY ignorant,PersonX tutors PersonY
PersonX heals PersonY's ankle,PersonX twists PersonY's ankle
PersonX is confused by PersonY's feelings.,PersonX understands PersonY's feelings
PersonX packs up PersonY's belongings,PersonX unpacks PersonY's belongings
PersonX packs up PersonY's things.,PersonX unpacks PersonY's things
PersonX comforts PersonY.,PersonX upsets PersonY
PersonX impresses the applecart,PersonX upsets the applecart
PersonX urges PersonY backward,PersonX urges PersonY forward
PersonX urges PersonY to leave,PersonX urges PersonY to come
PersonX urges PersonY to leave.,PersonX urges PersonY to join
PersonX discards PersonY for purposes,PersonX uses PersonY for purposes
PersonX uses PersonY's computer,PersonX uses PersonY form
PersonX looses PersonY's number.,PersonX uses PersonY number
PersonX likesPersonY system,PersonX uses PersonY system
PersonX breaks PersonY's cell phone,PersonX uses PersonY's cell phone
PersonX Borrows PersonY's book.,PersonX uses PersonY's computer
PersonX uses PersonY's back,PersonX uses PersonY's hands
PersonY's laptop uses PersonX,PersonX uses PersonY's laptop
PersonX advises against PersonY's services,PersonX uses PersonY's services
PersonY's thumb uses PersonX,PersonX uses PersonY's thumb
PersonX misuses the internet,PersonX uses the internet
PersonX writes PersonX's brother.,PersonX visits PersonX's brother
PersonX visits PersonX's mother,PersonX visits PersonX's father
PersonX videochats with PersonX's friends.,PersonX visits PersonX's friends
PersonX visits PersonX's grandmother,PersonX visits PersonX's grandfather
PersonX visits PersonX's graddaughter.,PersonX visits PersonX's grandma
PersonX visits PersonX's dad,PersonX visits PersonX's mom
PersonX brings PersonX's parents,PersonX visits PersonX's parents
PersonX kills PersonX's relatives,PersonX visits PersonX's relatives
PersonX leaves PersonY alone when PersonY is working.,PersonX visits PersonY at work
PersonX visits PersonY at home,PersonX visits PersonY in the hospital
PersonX visits PersonY's the gallery,PersonX visits PersonY's grandfather
PersonX visits PersonY's son.,PersonX visits PersonY's grandma
PersonX visits PersonY's graddaughter.,PersonX visits PersonY's grandmother
PersonX visits PersonY's kids,PersonX visits PersonY's grandparents
PersonX leaves PersonY's home,PersonX visits PersonY's home
PersonX visits PersonY's dad,PersonX visits PersonY's mom
PersonX leaves PersonY's parents alone,PersonX visits PersonY's parents
PersonX visits PersonY's friends,PersonX visits PersonY's relatives
PersonX visits PersonY's brother,PersonX visits PersonY's sister
PersonX visits PersonY's Auntie,PersonX visits PersonY's uncle
PersonX leaves PersonY's uncles' farm.,PersonX visits PersonY's uncle's farm
PersonX stays home for the day.,PersonX visits PersonZ's family in PersonY
Family visits PersonX,PersonX visits family
PersonX visits friends,PersonX visits relatives
PersonX waits PersonX's time,PersonX volunteers PersonX's time
PersonX goes a head immediately,PersonX waits a week
PersonX lets  PersonY sleep late,PersonX wakes PersonY up early
PersonX  washes PersonX's dogs,PersonX walks PersonX's dogs
PersonX walks down the stairs.,PersonX walks across the stage
PersonX drives outside town.,PersonX walks around town
PersonX walks back to my bus,PersonX walks back to my car
Person walks up the aisle.,PersonX walks down the aisle
PersonX rides home from work,PersonX walks home from work
PersonX walks home alone,PersonX walks home with PersonY
PersonY walks in PersonX's house.,PersonX walks in PersonY's house
PersonX crawls off stage.,PersonX walks on stage
PersonX drives on the street,PersonX walks on the street
PersonX runs over to PersonY,PersonX walks over to PersonY
PersonX is a hypocrite.,PersonX walks the talk
PersonX walks away from PersonY's desk.,PersonX walks to PersonY's desk
Person X walks home,PersonX walks to PersonY's house
PersonX runs to PersonY.,PersonX walks up to PersonY
PersonX walks ahead of PersonY.,PersonX walks with PersonY
PersonX wanders the road,PersonX wanders the streets
PersonX wants to go by themselves,PersonX wants PersonY to go
PersonX hopes PersonY remains oblivious,PersonX wants PersonY to know
PersonX wants PersonY to stay,PersonX wants PersonY to leave
PersonX wants a kitten.,PersonX wants a child
PersonX wants to get married.,PersonX wants a divorce
PersonX spoke to children,PersonX wants children
PersonX loves PersonY so much.,PersonX wants nothing to do with PersonY
PersonX despises PersonY very much,PersonX wants to be PersonY's friend
PersonX wants to quit school,PersonX wants to be class president
PersonX binges on junk food,PersonX wants to be healthier
PersonX wants to stay in a relationship.,PersonX wants to break up
PersonX wants to sleep,PersonX wants to dance
PersonY wants to fight PersonX.,PersonX wants to fight PersonY
PersonX loves being single,PersonX wants to get married
PersonX wants to go to the movies,PersonX wants to go to the doctor
PersonX wants to go home,PersonX wants to hang out
PersonX wants to hide from PersonY,PersonX wants to hang out with PersonY
PersonX wants to remain childfree,PersonX wants to have a baby
PersonX wants to go to bed,PersonX wants to have a party
PersonX want to hurt PersonY.,PersonX wants to help PersonY
PersonX hates PersonY's friends.,PersonX wants to impress PersonY's friends
PersonX wants to be alone,PersonX wants to join
PersonX wants to marry PersonY,PersonX wants to leave PersonY
PersonX wants to make a pie,PersonX wants to make a cake
PersonX wants to divorce PersonY,PersonX wants to marry PersonY
Person X wants to see person Y,PersonX wants to meet PersonY
PersonX wants to meet old friends.,PersonX wants to meet new people
PersonX wants to break-up,PersonX wants to propose
PersonX wants to read a book,PersonX wants to see a movie
PersonX is visible to PersonY.,PersonX wants to surprise PersonY
PersonX wants to bore PersonY's girlfriend,PersonX wants to surprise PersonY's girlfriend
PersonX just wants to be friends with PersonY.,PersonX wants to take PersonY on a date
PersonX wants to continue working.,PersonX wants to take a vacation
PersonX wants to sketch portraits,PersonX wants to take pictures
PersonX is anti-social,PersonX wants to talk
PersonX wants to lie to PersonY,PersonX wants to tell PersonY
PersonX wants to be alone.,PersonX wants to throw a party
PersonX acts cold to PersonY.,PersonX warms PersonY
PersonX cools PersonY off,PersonX warms PersonY up
PersonX lets PersonY remain oblivious of the danger,PersonX warns PersonY of the danger
PersonX and PersonY live in different countries.,PersonX washes PersonY face
PersonX puts dirt in PersonY's hair.,PersonX washes PersonY hair
Person X washes person Y's legs,PersonX washes PersonY hands
PersonX dirties PersonY's clothes,PersonX washes PersonY's clothes
PersonX washes PersonY's clothes,PersonX washes PersonY's dishes
PersonX washes PersonY's hand,PersonX washes PersonY's feet
PersonX combs PersonY's hair.,PersonX washes PersonY's hair
PersonX washes PersonX's sheets,PersonX washes PersonY's sheets
PersonX makes everything dirty,PersonX washes everything
PersonX hides while PersonY plays,PersonX watches PersonY play
PersonX acts in PersonY's favorite show,PersonX watches PersonY's favorite show
PersonX watches PersonY's  worst  tv show,PersonX watches PersonY's favorite tv show
PersonX hates PersonY's show,PersonX watches PersonY's show
PersonX watches a TV show together.,PersonX watches a movie together
PersonX watches a new show,PersonX watches a new movie
PersonX watches it alone,PersonX watches it together
PersonX watches the movie alonee,PersonX watches the movie together
PersonX mows PersonY's lawn,PersonX waters PersonY's lawn
PersonX punches PersonY,PersonX waves PersonY
PersonX waves PersonY towards,PersonX waves PersonY away
PersonX waves to PersonY,PersonX waves PersonY's hand
PersonX and PersonY are strangers.,PersonX waves to PersonY
PersonX breaks PersonY's helmet,PersonX wears PersonY's helmet
PersonX removes deodorant,PersonX wears deodorant
PersonX dries PersonY's lips,PersonX wets PersonY's lips
PersonX gives up,PersonX wills help
PersonX has yet to win PersonX's first game,PersonX wins PersonX's first game
PersonX quits early,PersonX wins PersonX's race
PersonX loses PersonY's award,PersonX wins PersonY award
PersonX and PersonY are divorced.,PersonX wins PersonY over
PersonX is hated by PersonY,PersonX wins PersonY's heart
PersonX loses the game,PersonX wins a game
Person X wins second place in the competition,PersonX wins first place in the competition
PersonX loses first prize,PersonX wins first prize
PersonX loses the case.,PersonX wins the case
PersonX loses the fight,PersonX wins the fight
PersonX loses the game for PersonX's team,PersonX wins the game for PersonX's team
PersonX wins the bronze medal,PersonX wins the gold medal
Personx lost the contest,PersonX wins the grand prize
PersonX lost the tickets,PersonX wins the tickets
Person X wants person Y's eyes,PersonX wipes PersonY's mouth
PersonX makes PersonY cry,PersonX wipes PersonY's tears
PersonX makes PersonY cry so much,PersonX wipes away PersonY's tears
PersonX wishes PersonY a pleasant anniversary,PersonX wishes PersonY a happy birthday
PersonX puts a curse on PersonY,PersonX wishes PersonY good luck
PersonX curses PersonY's future.,PersonX wishes PersonY success
PersonX enters PersonY's hand,PersonX withdraws PersonY's hand
PersonX works far away from PersonY,PersonX works closely with PersonY
PersonX works early.,PersonX works late
PersonX sleeps at night,PersonX works nights
PersonX works on the meal,PersonX works on PersonY's car
PersonX wastes time,PersonX works quickly
PersonX is a wallflower,PersonX works the room
PersonX is a pedophile,PersonX works with children
PersonX works miracles,PersonX works wonders
PersonX tries to save as much time as possible by encouraging PersonY to do their own work.,PersonX would help PersonY
PersonX would apply for the job,PersonX would hire PersonY
PersonX secretly wanted to make PersonY feel worse.,PersonX would make PersonY feel better
PersonX would make light of PersonY,PersonX would make fun of PersonY
PersonX would meet PersonY,PersonX would see PersonY
PersonX would preaches PersonY,PersonX would teach PersonY
PersonX would lose the award,PersonX would win a prize
PersonX frees PersonY from danger,PersonX wraps PersonY up
PersonX wraps my feet around PersonY,PersonX wraps my arms around PersonY
PersonX wraps legs around PersonY's torso,PersonX wraps my arms around PersonY's neck
PersonX repairs PersonY's car,PersonX wrecks PersonY's car
PersonX unwrites PersonX's history,PersonX writes PersonX's history
PersonX writes PersonY a coupon,PersonX writes PersonY a letter
PersonX burns the letter from PersonY.,PersonX writes PersonY a note
PersonX unwrites PersonY a ticket,PersonX writes PersonY a ticket
PersonX erases PersonY's answer.,PersonX writes PersonY answer
PersonX calls PersonY on the phone.,PersonX writes PersonY back
PersonX reads PersonY book,PersonX writes PersonY book
PersonX reads PersonY essay,PersonX writes PersonY essay
