event,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant,split,original,neg_cue,neg_cue_type
PersonX avoids kissing PersonY's back,"[""none""]","[""rejected"", ""insulted"", ""determined to make it happen""]","[""none""]","[""shy"", ""not sure of themselves"", ""respectful"", ""attracted""]","[""none""]","[""to avoid giving persony the wrong impression"", ""to avoid getting sick"", ""to stay healthy"", ""to show persony""]","[""none"", ""to have known person y"", ""have gotten into a fight with person y""]","[""taken aback"", ""grossed out"", ""better"", ""frustrated persony keeps trying""]","[""to slip out of the room"", ""to go home"", ""call out person y"", ""stop being friends with person y""]",trn,PersonX kisses PersonY's back,avoid,verb
PersonX is unhappy with PersonY's decision,"[""is argued with"", ""gets yelled at"", ""none""]","[""guilty for hurting PersonX"", ""sure of their choice"", ""none""]","[""none""]","[""imposing"", ""judgmental"", ""rebel"", ""insubordinate""]","[""cries"", ""gets shunned"", ""asks questions"", ""frowns""]","[""none""]","[""none"", ""be person y roomate"", ""to have been put in a decision that affects person x""]","[""upset"", ""like they were not consulted"", ""unhappy"", ""sad""]","[""to disagree"", ""to make his own decision"", ""kick person y out"", ""chang person y mind on matter""]",trn,PersonX is happy with PersonY's decision,unhappy,affixes_adj
PersonX seldomly gives PersonY satisfaction,"[""none"", ""becomes frustrated"", ""is confused""]","[""they need to move on from PersonX"", ""like they deserve better"", ""dissatisfied"", ""angry""]","[""none"", ""to tell PersonX off"", ""to listen""]","[""thoughtful"", ""brave"", ""ungrateful"", ""selfish""]","[""none"", ""suffers regret"", ""is depressed""]","[""to concentrate on themselves"", ""to be the satisfied party"", ""none""]","[""none"", ""to talk to PersonY"", ""to control PersonY""]","[""they deserve more than PersonY"", ""they are the important one"", ""substandard"", ""subpar""]","[""to impress PersonY"", ""to ignore PersonY""]",trn,PersonX gives PersonY satisfaction,seldomly,single_word
PersonX sees little friends,"[""none""]","[""none"", ""depressed"", ""rejected""]","[""none"", ""to talk"", ""to connect""]","[""alone"", ""hermit"", ""introvert"", ""loner"", ""disinterested""]","[""none"", ""thinks about the fun times he had with his friends"", ""stresses his friends didn't have a good time""]","[""none"", ""to work"", ""to see others""]","[""none"", ""to take a shower"", ""to drive to meet up""]","[""Good"", ""Friendly"", ""hustling"", ""busy""]","[""to focus on work"", ""to spend more time alone"", ""to go home"", ""to drive elsewhere""]",trn,PersonX sees some friends,little,single_word
PersonX is imperfect for PersonY,"[""none""]","[""none""]","[""talk to person x about flaws"", ""find new partner"", ""them to not try so hard"", ""to appreciate personx""]","[""unattractive"", ""ugly"", ""good"", ""bad""]","[""none"", ""goes to the gym"", ""makes self improvements""]","[""to get a plan"", ""none""]","[""have met person y"", ""be in relationship with person y"", ""none""]","[""to get a plan"", ""to rest"", ""sad`"", ""insufficient""]","[""change habbits/better self"", ""break up with person y"", ""to improve"", ""show their real self""]",trn,PersonX is perfect for PersonY,imperfect,affixes_adj
PersonX hardly makes PersonX's mom happy,"[""none"", ""frowns"", ""argued with""]","[""none""]","[""none"", ""to scold PersonX"", ""to mentor his to be better""]","[""cruel"", ""a lousy person"", ""unfriendly"", ""uncaring""]","[""none"", ""scolded"", ""punished""]","[""none""]","[""none"", ""to have a living mother"", ""to be contrary""]","[""sad"", ""disappointing"", ""unhappy""]","[""to make her happy"", ""put forth a better effort"", ""improve his behavior"", ""do something kind""]",trn,PersonX makes PersonX's mom happy,hardly,single_word
PersonX is uncontrolled by PersonY's subconscious,"[""none""]","[""none""]","[""none""]","[""independent"", ""clever"", ""sure of themselves""]","[""none""]","[""none""]","[""none"", ""to think for themselves"", ""to focus on other things""]","[""controlled"", ""saddened"", ""confused"", ""curious""]","[""to do what they want"", ""to live freely"", ""to get away from personY"", ""to think about the future""]",trn,PersonX is controlled by PersonY's subconscious,uncontrolled,affixes_adj
PersonX spends no time with PersonY,"[""learns to do things alone"", ""becomes less concerned with person x"", ""becomes lonely"", ""cries""]","[""none"", ""rejected"", ""hurt""]","[""wonder why PersonX doesn't want to spend time"", ""ask PersonX why they don't want to spend time"", ""receive an explanation"", ""find someone else to hang out with""]","[""unrelated"", ""thoughtless"", ""introverted"", ""preoccupied""]","[""none"", ""gets more free time"", ""becomes distant to PersonY""]","[""none"", ""to be alone"", ""to avoid people""]","[""none"", ""avoid personY"", ""decline invitations""]","[""unfriendly"", ""unhappy"", ""lonely"", ""antisocial""]","[""avoid PersonY"", ""tell PersonY why he doesn't want to spend time"", ""hang out with someone else"", ""spend time alone""]",trn,PersonX spends some time with PersonY,no,single_word
PersonX denies that they know where PersonY was,"[""none""]","[""none"", ""good someone looked out for them"", ""glad their where abouts are unknown""]",,"[""false"", ""deceitful"", ""unobservant"", ""unaware""]","[""gets a headache"", ""turns blue from holding breath"", ""shakes from fear"", ""none""]","[""none"", ""protect personY"", ""hide the truth""]",,"[""accused"", ""anxious"", ""bad about lying"", ""scared for their friend""]",,trn,PersonX knows where PersonY was,deny,verb
PersonX has problem with visiting PersonX's mom,"[""becomes lonely"", ""cries"", ""none""]","[""abandoned"", ""longing for X"", ""neglected"", ""lonely""]","[""catch up"", ""make new plans"", ""a visit from person x"", ""to go visit person x""]","[""unfriendly"", ""introverted"", ""disloyal"", ""unfaithful""]","[""gets scolded"", ""is asked what is wrong"", ""learns to drive"", ""thinks of ways to visit""]","[""independence"", ""to maintain social distance"", ""none""]","[""decide to make a visit"", ""run into a problem"", ""to have a mother"", ""to live away from mother""]","[""cautious"", ""wary"", ""overwhelmed"", ""guilty""]","[""make new plans to visit"", ""call instead"", ""to visit father"", ""to call his mother""]",trn,PersonX visits PersonX's mom,have problem with,multi_word
PersonX avoids going a long way,"[""none""]","[""none""]","[""none""]","[""languorous"", ""spiritless"", ""get a room""]","[""none"", ""thinks he made a smart decision"", ""stresses he went the wrong way""]","[""to be lazy"", ""to take a short cut"", ""none""]","[""to have a sore leg"", ""to be out of breath"", ""none""]","[""like time was saved"", ""like the trip was shorter"", ""lazy"", ""tired""]","[""to take a rest"", ""to go home"", ""to go the short way"", ""to get home""]",trn,PersonX goes a long way,avoid,verb
PersonX no longer does things PersonY's way,"[""none"", ""they must do things themselves if they want it done their way""]","[""proud"", ""joyful"", ""abandoned"", ""furious""]","[""none"", ""to try to get in control"", ""to part ways""]","[""independent"", ""free-spirited"", ""good"", ""bad""]","[""Scolded by personY"", ""Demoted in position"", ""Given fewer responsibilities"", ""none""]","[""to do things their own way"", ""to break free"", ""to make their own choices"", ""to break free from PersonY""]","[""to know person y"", ""to know person y's ideas"", ""to talk to PersonY"", ""to make a decision to be more independent""]","[""independent"", ""brave"", ""liberated"", ""scared of retaliation from PersonY""]","[""to be more independent"", ""to have their own opinion"", ""to give into PersonY"", ""to leave PersonY""]",trn,PersonX does things PersonY's way,no longer,multi_word
PersonX avoids impressing PersonY's date,"[""none"", ""becomes grateful towards PersonX"", ""gets a stable relationship with their date""]","[""disinterested"", ""bored"", ""none""]","[""none""]","[""bland"", ""bored"", ""humble"", ""reserved""]","[""none"", ""gets appreciated"", ""becomes moral""]","[""to show himself as he is"", ""to impress someone else"", ""none""]","[""none"", ""to find someone attractive"", ""to bump into PersonY and the date""]","[""honest"", ""truthful"", ""engaged"", ""happy""]","[""them to leave"", ""to breakup"", ""to find his own date"", ""to go home""]",trn,PersonX impresses PersonY's date,avoid,verb
PersonX rarely goes out with PersonY,"[""none""]","[""not needed"", ""discouraged"", ""insignificant"", ""demoralized""]","[""go out more often"", ""find others to go out with"", ""none""]","[""Standoffish"", ""Indifferent"", ""Unfriendly"", ""Introverted""]","[""stays home"", ""avoids PersonY"", ""spirit is uplifted"", ""starts to show goodwill""]","[""to stay home and watch tv"", ""to keep PersonY from getting the wrong idea"", ""to avoid person Y"", ""to remain alone""]","[""go out once in awhile"", ""avoid going out often"", ""none""]","[""like a home body"", ""guarded"", ""reserved"", ""solemn""]","[""stay home most of the time"", ""make plans with personY""]",trn,PersonX goes out with PersonY,rarely,single_word
PersonX never does a terrible job,"[""none""]","[""to get a plan"", ""none""]","[""none""]","[""tidy"", ""keen"", ""awesome"", ""impeccable""]","[""stresses about others doing a bad job"", ""thinks about getting a promotion"", ""none""]","[""to get a plan"", ""none""]","[""do quality work"", ""perform well"", ""to be good at personx job"", ""to be diligent""]","[""to get a plan"", ""get worry"", ""careful"", ""smart""]","[""to work hard"", ""to keep their job"", ""to keep improving"", ""to stay being a good worker""]",trn,PersonX does a terrible job,never,single_word
PersonX hardly gives PersonY gifts,"[""ignored"", ""avoided"", ""yells"", ""ignores it""]","[""none"", ""okay about it"", ""sad they do not get gifts""]","[""person x to show that they care"", ""to be thankful person x even showed up"", ""to reciprocate the gesture"", ""to thank person x""]","[""great"", ""good"", ""selfish"", ""stingy"", ""uncaring"", ""frugal""]","[""ignored"", ""avoided"", ""looks for reaction"", ""plan to make up for it""]","[""none""]","[""none"", ""to know person y"", ""to have money to purchase gifts""]","[""unkind"", ""forgetful"", ""like gifts are not everything"", ""bad they do not buy gifts""]","[""to be selfish"", ""to save money"", ""make person y smile"", ""to have person y's friendship""]",trn,PersonX gives PersonY gifts,hardly,single_word
PersonX is a unpublished author,"[""none""]","[""none""]","[""none""]","[""unlucky"", ""poor"", ""artistic"", ""creative"", ""unsuccessful""]","[""none""]","[""none""]","[""write something"", ""avoid getting something published"", ""none""]","[""discourage"", ""encouraged to keep trying"", ""like a fake"", ""untalented""]","[""be published"", ""write more"", ""to make a best seller"", ""all the fame""]",trn,PersonX is a published author,unpublished,affixes_adj
PersonX halts starting yelling,"[""none""]","[""none"", ""cared for"", ""dominated""]","[""none""]","[""good"", ""start"", ""calming"", ""rational""]","[""thinks of controlling his emotions"", ""stresses that he will have a heart attack"", ""calms down"", ""feels foolish""]","[""to be quiet"", ""talk to someone else"", ""to protect his followers"", ""to force others to do what he says""]","[""none""]","[""circumspect"", ""careful"", ""protective"", ""authoritative""]","[""to go home"", ""to be right"", ""to keep the peace"", ""to be calm""]",trn,PersonX starts yelling,halt,verb
PersonX on no condition wears deodorant,"[""none""]","[""none""]","[""none""]","[""dirty"", ""smelly"", ""nasty"", ""stinky"", ""unhygienic""]","[""thinks he smells fine"", ""stresses others will think he smells bad"", ""gets disgusted looks from others"", ""gets looked down on""]","[""to be natural"", ""to save their money"", ""to get a plan""]","[""none""]","[""natural"", ""miserly"", ""smells good"", ""to get a plan""]","[""to smell great"", ""to avoid sweating"", ""avoid chemicals"", ""avoid unnatural products""]",trn,PersonX wears deodorant,on no condition,multi_word
PersonX not by any means decides to give up,"[""none""]","[""none""]","[""none""]","[""determined"", ""motivated"", ""stubborn"", ""confident""]","[""none"", ""Praised by coaches"", ""Made team captain""]","[""to perservere"", ""to finish the task"", ""none""]","[""none""]","[""dedicated"", ""strong""]","[""to push on to make everything work"", ""to try to salvage their lives"", ""to try harder"", ""to persevere""]",trn,PersonX decides to give up,not by any means,multi_word
PersonX barely ever yells bingo,"[""none"", ""wins game"", ""laughs""]","[""none""]","[""none""]","[""unlucky"", ""quiet"", ""calm"", ""relaxed""]","[""loses"", ""is asked what is wrong"", ""loses game"", ""frowns""]","[""none"", ""to play bingo"", ""to win bingo""]","[""arrive at bingo"", ""get in the car"", ""go to a bingo parlor"", ""buy only one grid""]","[""unlucky"", ""cheated"", ""like a loser"", ""sad""]","[""go home"", ""gather their things"", ""buy more grids"", ""improve his bingo skills""]",trn,PersonX yells bingo,barely ever,multi_word
